"m305(-4,1)","m305(-4,1)",13,13,nLLLvLMQQkcdglhkmkllmjkmhshdcexpdqlhsr,nLLvLLQPQkcdfjgkhlkmlmlmhscgchneptxuts,1
"m208(1,3)","m208(1,3)",14,14,oLLvLAwQQPcbefgijijmkllnmnxxxvcjjfqdpolwr,oLLLLLPQPMcacfghljlkkmmmnnnkgjualwsjqxhpn,1
"m305(-3,2)","m305(-3,2)",13,13,nLLLLvQAQkbcgihjlkkmjlmmtsmboxmhxmtosn,nLLvLLQQMkcdgihkikljlmmmhsgvvprtlgapwo,1
"m261(-5,1)","m261(-5,1)",14,14,oLLLLzvQQQccdgifjnkjmmnlnmhshkspxaepbfjfj,oLLLvLMMQQcccfjkikjnlllmnnlnaiikqeqmunsnc,1
"m183(5,2)","m183(5,2)",14,13,oLLLLLMPMQccdghkkhjmlklnnnhshwpuwpllfvbcb,nLLLvAPPQkcdgjgklikklmmmhshxwepkaxposb,1
"m207(-1,4)","m207(-1,4)",13,14,nLLvzPPPQkbehkjjiilmlmmlxxaxrwjshqxxvc,oLvvLAMQQMccfhikjlmkmjmknnhegjsvxafdgmwxr,1
"m195(-5,2)","m195(-5,2)",13,14,nLLLzPALQkcdgehgjikmkllmhshdvchaoxskkk,oLLLvPAAPQccdfihijhknnlmmnhsmcvsawhmafkjt,1
"m223(1,3)","m223(1,3)",13,13,nLvLLMPPQkcfgiijhikkmllmllxkbgnkidqcsk,nLvALLwQQkadfgjhkklmkmmlnaqjxxrwknwkgn,1
"m178(-1,4)","m178(-1,4)",14,14,oLLLvLQPAQcacfllljjkmkmknnjkgtddxvcrwrnln,oLLzLPLPMQccdchgjkimlkmmnnhsnkvaeqkswsstj,1
"m234(2,3)","m234(2,3)",15,13,pvLALLLLQQQdcfgklmnokoklnonssamkdtehburdsss,nLLLLLLQQkcdgihkjjikmmlmhshgvddpjdvnrn,1
"m223(2,3)","m223(2,3)",13,13,nLvLLLQPQkcfghljikikkmlmllxoagvashpqwk,nLvLLQzPQkcfgihijlkllmkmllxjrsgelaqhjj,1
"s119(5,1)","s119(5,1)",15,13,pLLLLzzMQMQacfifhkkmmnlonoonkgpkergkfacdqef,nLLLLvPQQkcdghgljlklmmkmhshrfxpadaewwk,1
"m370(1,2)","m370(1,2)",14,13,oLLvLPvQQQccdgfklnkmjknlmnhfgnxehtujxpdnw,nLLvLwPQQkcdjfiklkimjmlmqkwkctupfqstfk,1
"m275(3,2)","m275(3,2)",13,13,nLvLLMPPQkcfgiijhikkmllmllxkbgnkidqnnr,nLvAvAQPPkbfejhjiikllmmmhllfogrfxptcwk,1
"m262(-2,3)","m262(-2,3)",13,13,nLvAzvQPQkbefghjlkmkjllmtalhomlqhhtnns,nLLLvMMMQkbcgihikjjkllmmtsmjskpddubbos,1
"m223(-3,2)","m223(-3,2)",14,14,oLLvvLQAQQcachmjjkjkmlklnnjkateexmokcnsls,oLLLPvPMQPccdfeghijkmmlnmnhsmdgspagptsuen,1
"m195(1,3)","m195(1,3)",15,14,pLLLLMLPAQPcdgihhhlmmlklnoohshcsvclacnnnuqn,oLLLzLQzQPccdgegjijkkmlnmnhshdchapanhrhsk,1
"s784(-2,1)","s784(-2,1)",13,13,nvLLLPAPQkcdjihkikmlmlmlnkdlgfgnueteai,nvLLLzMQQkegfhijkikllmmmgulpcvgcwfgiie,1
"m234(-4,1)","m234(-4,1)",14,14,oLLvvAQQPMccdifhkihllklmnnhsssgagneaqtbqn,oLLLLvPQQMccdghjljilkjmlnnhshruxdvaddjsqn,1
"m199(1,3)","m199(1,3)",14,14,oLLLLMMzQPccdghfjikkljmmnnhshwwhshqpwfnpk,oLLLvLQPMQccdgjkjhkjmlmnmnhshqmpwpqltjnjw,1
"m207(1,4)","m207(1,4)",14,14,oLvzMLzQAQcccfikjlkljmnnmnhnhwiaapmamnwvn,oLLzvLPAQQccdckjklmiljnmnnhsnapaaeqggwkns,1
"s118(-2,3)","s118(-2,3)",25,14,zLAwvLvLMLwMQzQQPkbcbdhjnlmonotqruvsuxvwyxyyhxjqxvaxxhcnhkslasxdvjxgtt,oLLLwwAPAQccdgeihhjjmmlnmnhsheqsnwbooolns,1
"m194(-5,1)","m194(-5,1)",15,14,pLLPvvQAPQPcdcfilhlkjkmnnoohsnadlqsskjpdnxk,oLLLLMMPPMccdgfihjkkljmmnnhshnrvxhqukgklw,1
"m223(-1,3)","m223(-1,3)",14,14,oLvAvMzPQQcbefjhjmnimklmlnlaljvfxxwhtswjw,oLLPvAzMMQccdefhgkilmllmnnpcalovqaolffars,1
"m260(-5,1)","m260(-5,1)",14,14,oLLLLPzMPQccdghjhklmjnnmmnhshjqvlhaivrgjo,oLLLLPvPQQccdghjhmnljklnmnhshjqvuilicwowj,1
"m234(-2,3)","m234(-2,3)",14,13,oLLLLwzPQQccdfghiknlkllmnnhstgsrahekrkwrw,nLLLLvPQQkcdgijkjjilklmmhshguddpjadwrn,1
"s173(-3,2)","s173(-3,2)",13,13,nLLLzzMAQkcdefhijklmmklmhsdmvamexianrh,nLLLPLMLQkccfeghijmklmlmlnhhgnpxxjnhbx,1
"m249(-5,1)","m249(-5,1)",15,14,pLLzzPwAPPQcdcfghijlmlnnnoohsnovfphsaouhsrr,oLLLvLLQQQccdglkkkjlmnjnmnhshelupmeqluffb,1
"m221(-6,1)","m221(-6,1)",26,16,ALAMzvvLLLLQQQPwMPccbbdefnmlosuqttqurrtvuwxyzzhhkhhhkcjhlhdxbgvnsbuvgggbg,qLALLvPLMMQkcbbegjjlmnolonpppqqnnaqlnwjdrdsiiv,1
"m247(-1,4)","m247(-1,4)",14,14,oLvAzAAMAMcbeffihjiklklmnntalujnhoqinvaqn,oLLLLAAwMQcbegffhjikmlnmnnxxqxkcaohvgawdp,1
"m235(1,3)","m235(1,3)",14,14,oLLvAPLPPQcbeghjikmklmkmnnhhhahvaqxhgbkcr,oLLLvLLQQQccdghmnimnlmlnklhshvxxsilprrjww,1
"m222(6,1)","m222(6,1)",16,14,qLLLvLMQLQAkccfgikklimnnmnopplnawjqairnjgwgxhj,oLLLMLzMMQccdgefikijmlnnmnhshewuhifknqqrx,1
"m249(-2,3)","m249(-2,3)",13,13,nLLLzLQAPkbcgfijjkkillmmtsmaattpqackqj,nLvALPLQAkbeffihjljklkmmedelsvhitqasxn,1
"m260(6,1)","m260(6,1)",16,16,qLLLMLzQPzMkcdgfhijkjklmnoppphshafpilqfwpqhqkv,qLLLLwLPQMMkcdgihjkkmjnlmoppphshfsixalqwwraqof,1
"m293(-1,3)","m293(-1,3)",14,13,oLLLwMzLQQcceffghjmklmlnnnthdagbdalggcnbw,nLLLLAzAQkbegffhilkkmllmxxqxkkohlokgvj,1
"m275(2,3)","m275(2,3)",13,13,nLvLLMPPQkcfgiijhikkmllmllxkbgnkidqcwr,nLvLLLQPQkcfghljikikkmlmllxoagvashpqwr,1
"m222(-6,1)","m222(-6,1)",17,15,rLAwvMLwAQPMccbbdigljnnlomoppqqhhkhhaachhwgnkpibj,pLLLAzALLQQbefgfihjmonmnoonhhmhihgmhpdeqeqg,1
"m340(5,1)","m340(5,1)",14,14,oLLvLzLQQQcccijmlhkknnmllnlncnmmsmteiuegk,oLLLvLAAQQcccgklhkijnnlmmnlnmdanqwtaskcgs,1
"m219(-1,4)","m219(-1,4)",15,16,pLLvLPPMPQPbefkhlkjjmknmmooxxxxfmxsfmaqswqn,qLLLvLPPAMQkcdglmjkklnoppnoophshhhapdhxxtafsfl,1
"m288(4,1)","m288(4,1)",14,14,oLLLLzzQAQccdgfjllkkmlnnmnhshjxpttailbrsb,oLLLLLMQMMccdgijhikkjllmnnhshsibsieilsixr,1
"m235(-5,1)","m235(-5,1)",15,14,pLLvLLAQMQPbefhkjljlmlkmnooxxxkxbtfthxhvcqw,oLLvLzPAQQcbefkilimnmnlnlmxxxxghbaqqqxank,1
"m240(-3,4)","m240(-3,4)",14,14,oLLLvLPPQQccdgiijjmnnkkmmnhshcraqixassrks,oLLLvLQwQQccdgihijlnkmknmnhshccralxsrskkg,1
"s140(-5,1)","s140(-5,1)",29,14,DLAMzvvvLzLLQPPQMMMQcbcbdefmlqpxovwvttsuuuwzABAABCChhjhxqwvttpqnggfcsjjbfulorfolr,oLLLzzLQPQccdgehmimlmlnklnhshivhpivonqnnj,1
"m293(4,1)","m293(4,1)",15,15,pLLzvPzLQQQcdcgkjimljoononnhsnvxpqrwsbrjsog,pLLzvPzAMQQcdcgkimlnmnmonlohsnvaixlwggrhrkn,1
"s296(5,1)","s296(5,1)",15,14,pLLzLAzLMQQcdchighjmonlmonohsnbqvvogeqfoqpf,oLLLAvQzAQcbefgfkiijmmnnnmhhqhqaqxqaqxxaa,1
