"m022(0,0)","m022(0,0)",4,5,eLMkbcdddhhhdu_BbbC,fLLQccecddepqrwjn_aBBa,1
"m026(0,0)","m026(0,0)",4,4,eLAkbbcdddhwqn_BaBb,eLAkaccddnsnqj_aBBb,1
"m036(0,0)","m036(0,0)",4,4,eLPkbcddddjwnw_aBBa,eLPkaccddjnkaj_BbaB,1
"m058(0,0)","m058(0,0)",5,5,fLLQcbcedeetsasud_abba,fLLQcacdeeejkadko_abBb,1
"m070(0,0)","m070(0,0)",4,4,eLAkbbcddemkxr_Baab,eLAkaccddjsnqj_Baab,1
"m077(0,0)","m077(0,0)",5,6,fLAMcbccdeemejlxj_aBBb,gLLAQccedfffhgxgxvc_BaCB,1
"m115(0,0)","m115(0,0)",5,5,fLLQcbcdeeetsrede_Baab,fLLQccecddehqrwjj_aBBa,1
"m119(0,0)","m119(0,0)",4,4,eLAkbbcddemkqs_BaBb,eLAkaccddjsnak_BaBb,1
"m121(0,0)","m121(0,0)",5,5,fLLQccecddehhrwjn_aBba,fLLQcacdeeenkexjn_Baab,1
"m129(0,0)(0,0)","m129(0,0)(0,0)",4,4,eLPkbdcddhgggb_BaaBBaaB,eLMkbcddddedae_baBaabaBBc,1
"m171(0,0)","m171(0,0)",5,7,fLLQccecddelhccjn_aBba,hLALMkbcbefggghhwsxxvc_Baab,1
"m183(0,0)","m183(0,0)",5,6,fLAMcbccdeehhsqqn_aBBb,gLLAQbcdeeffhvommnw_aBBa,1
"m188(0,0)","m188(0,0)",5,5,fLLQcaddeeenuapxn_Baab,fLLQcbcedeeloaoet_BabB,1
"m189(0,0)","m189(0,0)",5,5,fLLQccecddelqccjn_aBbB,fLLQcacdeeenkdisr_BaaB,1
"m192(0,0)","m192(0,0)",5,6,fLLQcacedeejkeusf_Baab,gLLMQbcefefftsamlxo_abBb,1
"m194(0,0)","m194(0,0)",5,5,fLAMcaccdeejsjqqn_Bbab,fLLQcacdedejsqask_BabB,1
"m198(0,0)","m198(0,0)",5,5,fLAMcaccdeensjqqn_BaBb,fLLQcacdedejkxxrk_aBba,1
"m213(0,0)","m213(0,0)",5,5,fLAMcaccdeensjqhr_BaBb,fLLQcacdedejkqxsk_BabB,1
"m214(0,0)","m214(0,0)",5,5,fLAMcaccdeejsjqhr_BaBb,fLLQcacdedejsqxsr_aBba,1
"m220(0,0)","m220(0,0)",5,5,fLLQcbcdeeetsnueq_aBBa,fLLQcbcdeeelogpat_BaBB,1
"m222(0,0)","m222(0,0)",5,5,fLLQcaedeedjqahxn_Baab,fLLQcbcdeeedowxxd_baaB,1
"m231(0,0)","m231(0,0)",5,5,fLAMcaccdeejsjqqj_BaBb,fLLQcacdedejsqasj_BabB,1
"m240(0,0)","m240(0,0)",5,6,fLAMcaccdeejnjxxj_BaaB,gLLAQadedeffnmllvjn_abba,1
"m242(0,0)","m242(0,0)",5,7,fLAMcaccdeennbqhn_BaBb,hLLAMkbdedfgfgesuwhxwr_BbBa,1
"m243(0,0)","m243(0,0)",5,6,fLAMcaccdeejnjxhj_Baab,gLLAQadedeffnmllvok_aBba,1
"m247(0,0)","m247(0,0)",5,6,fLLQcbcdeeehbcpdi_BaaB,gLLMQcbeefefpnamups_bBba,1
"m249(0,0)","m249(0,0)",5,6,fLLQcbcdeeedbcpdi_abBb,gLLAQbcedeffloaolon_Baab,1
"m258(0,0)","m258(0,0)",5,7,fLAMcaccdeensjaxk_aBBa,hLLMPkacdefgfgjkanjpnr_BabB,1
"m259(0,0)","m259(0,0)",5,8,fLLQccceddelnhcjw_BabB,iLLALQcbdedggghhdwascfbdj_Bbab,1
"m272(0,0)","m272(0,0)",5,5,fLAMcaccdeennjqqj_aBBa,fLLQcacdedejkxxnr_BbBa,1
"m276(0,0)","m276(0,0)",5,5,fLAMcaccdeennjaqj_aBba,fLLQccceddelnxcjn_BabB,1
"m277(0,0)","m277(0,0)",5,7,fLAMcaccdeennbxhw_BaBb,hLLAMkacdefgfgnsqqqhjk_BaBb,1
"m285(0,0)","m285(0,0)",5,6,fLLQcbcedeetsqsdl_BaBb,gLLMQbddeeffxnridvs_aBBa,1
"m292(0,0)(0,0)","m292(0,0)(0,0)",5,6,fLAPcbcceeehhsjnb_aBBaBbab,gLLAQbeddfffhhbgabg_BabbBabb,1
"m295(0,0)(0,0)","m295(0,0)(0,0)",5,5,fLLQcbededehhgaba_BbbaBbba,fLLQcbecdeepussua_BaabaBBa,1
"m322(0,0)","m322(0,0)",5,6,fLLQcbddeeehwjpeu_Bbab,gLLMQbddeeffxnridvw_Bbab,1
"m340(0,0)","m340(0,0)",5,7,fLLQcbeddeeddgfua_bBCb,hLLLQkbdefegggdweddssw_Bbba,1
"m346(0,0)","m346(0,0)",5,5,fLLQcaddeeejpupls_BaaB,fLLQcacdedejkqqsw_aBbB,1
"m350(0,0)","m350(0,0)",5,7,fLLQcacdedenbxqrw_Bbab,hLLAAkcddeffggtowatrhr_baab,1
"m374(0,0)","m374(0,0)",5,7,fLLQcacdedejbxxrk_BbBa,hLLAMkacdefgfgjkaxxhks_aBba,1
"s002(0,0)","s002(0,0)",6,6,gLAMPbbcdeffdhwqqqn_BaBb,gLAMPaccdeffnsnqhhj_aBBb,1
"s015(0,0)","s015(0,0)",6,6,gLLPQcdcfeffqsnadjg_BbBa,gLLMQbddeeffhwrhhww_aBbB,1
"s042(0,0)","s042(0,0)",6,9,gLAMPbbcdeffdhwhhhr_BaBb,jLLALMQbcedhhgiiidvpjqmjair_Babb,1
"s048(0,0)","s048(0,0)",6,6,gLLPQcdcfeffqsjlqws_baBB,gLALQbcbefffhxwntqt_aBBa,1
"s062(0,0)","s062(0,0)",6,6,gLAMPbbcdeffdhwqxxn_BabB,gLAMPaccdeffnsnqqqs_BaaB,1
"s072(0,0)","s072(0,0)",6,6,gLAMPbbcdeffdhwhxxk_BaBb,gLALQbcbeeffxxnnsaj_Baab,1
"s073(0,0)","s073(0,0)",6,6,gLAMPbbcdeffdhwqxhw_BabB,gLAMPaccdeffnsnqqxk_BaaB,1
"s080(0,0)","s080(0,0)",6,7,gLMzQbcdefffdxqxqep_BaBb,hLAwAkbcbdffgghhjhokan_BacB,1
"s084(0,0)","s084(0,0)",6,6,gLAPPbcbeeffhhjwraj_BbaB,gLLPQcdcfeffhsneqrs_baaB,1
"s087(0,0)","s087(0,0)",6,6,gLLAQbcdeefftsreesj_Baab,gLLAQbceeefftsaiihw_baab,1
"s090(0,0)","s090(0,0)",6,6,gLLPQcdcefffhsnemwb_BbaB,gLLAQbeddfffhhjkinc_aBBb,1
"s113(0,0)","s113(0,0)",6,9,gLAMPbbcdeffemkqhxn_BaBb,jLLAPMPbdedgfghiitrpswnclqj_Baab,1
"s117(0,0)","s117(0,0)",6,6,gLAMPaccdeffnsjqhhj_BaBb,gLLAQacdefefjkqxqkn_BbBa,1
"s119(0,0)","s119(0,0)",6,6,gLLPQcdefeffqcddetw_baBb,gLLAQacdefefjbqqqsn_BbBa,1
"s121(0,0)","s121(0,0)",6,6,gLLAQccedfefhwxwqjn_aBbB,gLLAQacdefefjsqxhkk_aBBa,1
"s124(0,0)","s124(0,0)",6,6,gLLAQcecdfeflhccqnj_aBbB,gLLMQbcefdfftsadwgw_Bbab,1
"s126(0,0)","s126(0,0)",6,6,gLALQbcbeeffhhjrjqj_BbaB,gLLAQccedfeflnhkxsj_BbaB,1
"s132(0,0)","s132(0,0)",6,6,gLLAQcecdfeflhcchnn_aBba,gLLAQacdefefnsaaqkw_Baab,1
"s133(0,0)","s133(0,0)",6,8,gLALQbcbeeffhhjcrqn_aBbB,iLLLQPccdgffgghhhshmqgbqj_abba,1
"s137(0,0)","s137(0,0)",6,7,gLAMPaccdeffjnbqqqw_BbaB,hLLAMkcdecfggghrxrxxxa_BbbC,1
"s143(0,0)","s143(0,0)",6,6,gLLAQcecdfeflhcchnr_aBBa,gLLAQacdeeffjkdxntw_baBb,1
"s144(0,0)","s144(0,0)",6,7,gLLAQcdecfffqshjhrw_aBBb,hLLAAkaddeefggjuapfjxn_BabB,1
"s148(0,0)","s148(0,0)",6,6,gLLAQcecdfefhhrwhnn_BbaB,gLLAQacdefefjsaaqkw_BaBb,1
"s152(0,0)","s152(0,0)",6,6,gLALQbcbeeffxhjrjqj_Baab,gLLAQccedfeflnhkhsj_Bbab,1
"s156(0,0)","s156(0,0)",6,9,gLAMPaccdeffjnjqqqw_BaBb,jLLLAMQbdfgegihiiejhhxwhdkc_bBaB,1
